エラータイプ,エラー内容
処理エラー,科目コード Y760000451: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000630: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000631: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000632: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000633: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000634: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000635: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000636: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000637: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000638: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000639: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000640: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000643: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000644: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000645: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000646: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000647: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000648: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000649: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000650: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000651: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000652: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000653: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000654: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード Y760000657: エラーが発生しました: cannot unpack non-iterable bool object
処理エラー,科目コード YXXXXX0010: エラーが発生しました: cannot unpack non-iterable bool object
最終エラー,通常の講義セッション情報が見つかりませんでした
